Dwelling Identifier,Unit No,Street No,Street Name,Dwelling Suburb,Dwelling Postcode,LGA,full_address,lat,lon,google_maps_link
2104,,38,Maree Blvd,Killarney Vale,2261,Central Coast (NSW),"38 Maree Blvd, Killarney Vale, 2261, Australia",-33.3752314,151.4574245,"https://www.google.com/maps/search/?api=1&query=38+Maree+Blvd,+Killarney+Vale,+2261,+Australia"
2156,,7,Durham Road,Lambton,2299,Newcastle,"7 Durham Road, Lambton, 2299, Australia",-32.9164233,151.7174261,"https://www.google.com/maps/search/?api=1&query=7+Durham+Road,+Lambton,+2299,+Australia"
2197,,2,Rees Way,Lambton Gardens,2299,Newcastle,"2 Rees Way, Lambton Gardens, 2299, Australia",,,"https://www.google.com/maps/search/?api=1&query=2+Rees+Way,+Lambton+Gardens,+2299,+Australia"
2206,,61,Balarang Street,Maryland,2287,Newcastle,"61 Balarang Street, Maryland, 2287, Australia",-32.8705262,151.6514207,"https://www.google.com/maps/search/?api=1&query=61+Balarang+Street,+Maryland,+2287,+Australia"
2345,,20,Anzac Parade,Muswellbrook,2333,Muswellbrook,"20 Anzac Parade, Muswellbrook, 2333, Australia",-32.2741837,150.8808337,"https://www.google.com/maps/search/?api=1&query=20+Anzac+Parade,+Muswellbrook,+2333,+Australia"
2347,,27,Anzac Parade,Muswellbrook,2333,Muswellbrook,"27 Anzac Parade, Muswellbrook, 2333, Australia",-32.2741837,150.8808337,"https://www.google.com/maps/search/?api=1&query=27+Anzac+Parade,+Muswellbrook,+2333,+Australia"
2424,,141,Wollombi Road,Muswellbrook,2333,Muswellbrook,"141 Wollombi Road, Muswellbrook, 2333, Australia",-32.2761483,150.8745421,"https://www.google.com/maps/search/?api=1&query=141+Wollombi+Road,+Muswellbrook,+2333,+Australia"
2472,,12,Bingle Street,Scone,2337,Upper Hunter,"12 Bingle Street, Scone, 2337, Australia",-32.0544615,150.8765973,"https://www.google.com/maps/search/?api=1&query=12+Bingle+Street,+Scone,+2337,+Australia"
2476,,18,Bingle Street,Scone,2337,Upper Hunter,"18 Bingle Street, Scone, 2337, Australia",-32.0544615,150.8765973,"https://www.google.com/maps/search/?api=1&query=18+Bingle+Street,+Scone,+2337,+Australia"
2555,,26,Stafford Street,Scone,2337,Upper Hunter,"26 Stafford Street, Scone, 2337, Australia",-32.0512991,150.876223,"https://www.google.com/maps/search/?api=1&query=26+Stafford+Street,+Scone,+2337,+Australia"
2682,,20,Kenny Close,Swansea,2281,Lake Macquarie,"20 Kenny Close, Swansea, 2281, Australia",-33.0977822,151.6300499,"https://www.google.com/maps/search/?api=1&query=20+Kenny+Close,+Swansea,+2281,+Australia"
2696,,12,Aldwick Close,Tarro,2322,Newcastle,"12 Aldwick Close, Tarro, 2322, Australia",-32.8100851,151.6556211,"https://www.google.com/maps/search/?api=1&query=12+Aldwick+Close,+Tarro,+2322,+Australia"
2697,,1,Aldwick Close,Tarro,2322,Newcastle,"1 Aldwick Close, Tarro, 2322, Australia",-32.8100851,151.6556211,"https://www.google.com/maps/search/?api=1&query=1+Aldwick+Close,+Tarro,+2322,+Australia"
2701,,8,Aldwick Close,Tarro,2322,Newcastle,"8 Aldwick Close, Tarro, 2322, Australia",-32.8100851,151.6556211,"https://www.google.com/maps/search/?api=1&query=8+Aldwick+Close,+Tarro,+2322,+Australia"
2710,5,14,Western Avenue,Tarro,2322,Newcastle,"14 Western Avenue, Tarro, 2322, Australia",-32.810089,151.6583465,"https://www.google.com/maps/search/?api=1&query=14+Western+Avenue,+Tarro,+2322,+Australia"
2712,,2,Somerset Drive,Thornton,2322,Maitland,"2 Somerset Drive, Thornton, 2322, Australia",-32.7782763,151.65255,"https://www.google.com/maps/search/?api=1&query=2+Somerset+Drive,+Thornton,+2322,+Australia"
2772,,116,Eastern Road,Tumbi Umbi,2261,Central Coast (NSW),"116 Eastern Road, Tumbi Umbi, 2261, Australia",-33.3696195,151.4499813,"https://www.google.com/maps/search/?api=1&query=116+Eastern+Road,+Tumbi+Umbi,+2261,+Australia"
2802,,18,Northumberland Way,Tumbi Umbi,2261,Central Coast (NSW),"18 Northumberland Way, Tumbi Umbi, 2261, Australia",-33.3752245,151.4561033,"https://www.google.com/maps/search/?api=1&query=18+Northumberland+Way,+Tumbi+Umbi,+2261,+Australia"
2803,,19,Northumberland Way,Tumbi Umbi,2261,Central Coast (NSW),"19 Northumberland Way, Tumbi Umbi, 2261, Australia",-33.3752245,151.4561033,"https://www.google.com/maps/search/?api=1&query=19+Northumberland+Way,+Tumbi+Umbi,+2261,+Australia"
2804,,21,Northumberland Way,Tumbi Umbi,2261,Central Coast (NSW),"21 Northumberland Way, Tumbi Umbi, 2261, Australia",-33.3752245,151.4561033,"https://www.google.com/maps/search/?api=1&query=21+Northumberland+Way,+Tumbi+Umbi,+2261,+Australia"
2807,,25,Northumberland Way,Tumbi Umbi,2261,Central Coast (NSW),"25 Northumberland Way, Tumbi Umbi, 2261, Australia",-33.3752245,151.4561033,"https://www.google.com/maps/search/?api=1&query=25+Northumberland+Way,+Tumbi+Umbi,+2261,+Australia"
2808,,26,Northumberland Way,Tumbi Umbi,2261,Central Coast (NSW),"26 Northumberland Way, Tumbi Umbi, 2261, Australia",-33.3752245,151.4561033,"https://www.google.com/maps/search/?api=1&query=26+Northumberland+Way,+Tumbi+Umbi,+2261,+Australia"
2819,,4,Northumberland Way,Tumbi Umbi,2261,Central Coast (NSW),"4 Northumberland Way, Tumbi Umbi, 2261, Australia",-33.3752245,151.4561033,"https://www.google.com/maps/search/?api=1&query=4+Northumberland+Way,+Tumbi+Umbi,+2261,+Australia"
2883,,57,Stapleton Street,Wallsend,2287,Newcastle,"57 Stapleton Street, Wallsend, 2287, Australia",-32.8976814,151.6791074,"https://www.google.com/maps/search/?api=1&query=57+Stapleton+Street,+Wallsend,+2287,+Australia"
2936,,39,Warners Bay Road,Warners Bay,2282,Lake Macquarie,"39 Warners Bay Road, Warners Bay, 2282, Australia",-32.9833462,151.6543949,"https://www.google.com/maps/search/?api=1&query=39+Warners+Bay+Road,+Warners+Bay,+2282,+Australia"
3069,,32,Anzac Parade,Muswellbrook,2333,Muswellbrook,"32 Anzac Parade, Muswellbrook, 2333, Australia",-32.2741837,150.8808337,"https://www.google.com/maps/search/?api=1&query=32+Anzac+Parade,+Muswellbrook,+2333,+Australia"
3070,,8,Anzac Parade,Muswellbrook,2333,Muswellbrook,"8 Anzac Parade, Muswellbrook, 2333, Australia",-32.2741837,150.8808337,"https://www.google.com/maps/search/?api=1&query=8+Anzac+Parade,+Muswellbrook,+2333,+Australia"
3081,,31,Skellatar Street,Muswellbrook,2333,Muswellbrook,"31 Skellatar Street, Muswellbrook, 2333, Australia",-32.2729945,150.8857677,"https://www.google.com/maps/search/?api=1&query=31+Skellatar+Street,+Muswellbrook,+2333,+Australia"
4046,,33,Mitchell Street,Muswellbrook,2333,Muswellbrook,"33 Mitchell Street, Muswellbrook, 2333, Australia",-32.2692401,150.8847586,"https://www.google.com/maps/search/?api=1&query=33+Mitchell+Street,+Muswellbrook,+2333,+Australia"
4070,,26,Coorabin Street,Gorokan,2263,Central Coast (NSW),"26 Coorabin Street, Gorokan, 2263, Australia",-33.260667,151.5007801,"https://www.google.com/maps/search/?api=1&query=26+Coorabin+Street,+Gorokan,+2263,+Australia"
4089,,17,Tindale Street,Muswellbrook,2333,Muswellbrook,"17 Tindale Street, Muswellbrook, 2333, Australia",-32.2737441,150.8826497,"https://www.google.com/maps/search/?api=1&query=17+Tindale+Street,+Muswellbrook,+2333,+Australia"
4209,,92,Christo Road,Waratah,2298,Newcastle,"92 Christo Road, Waratah, 2298, Australia",-32.9106523,151.7266042,"https://www.google.com/maps/search/?api=1&query=92+Christo+Road,+Waratah,+2298,+Australia"
4305,,321,Fitzroy Street,Dubbo,2830,Dubbo,"321 Fitzroy Street, Dubbo, 2830, Australia",-32.2529045,148.6127962,"https://www.google.com/maps/search/?api=1&query=321+Fitzroy+Street,+Dubbo,+2830,+Australia"
4328,,15,Dunheved Street,Dubbo,2830,Dubbo,"15 Dunheved Street, Dubbo, 2830, Australia",,,"https://www.google.com/maps/search/?api=1&query=15+Dunheved+Street,+Dubbo,+2830,+Australia"
4347,,30,Hayden Brook Road,Booragul,2284,Lake Macquarie,"30 Hayden Brook Road, Booragul, 2284, Australia",-32.9807804,151.6065652,"https://www.google.com/maps/search/?api=1&query=30+Hayden+Brook+Road,+Booragul,+2284,+Australia"
4353,,3,Eskdale Street,New Lambton,2305,Newcastle,"3 Eskdale Street, New Lambton, 2305, Australia",,,"https://www.google.com/maps/search/?api=1&query=3+Eskdale+Street,+New+Lambton,+2305,+Australia"
4403,,8,Peter Street,Rutherford,2320,Maitland,"8 Peter Street, Rutherford, 2320, Australia",-32.7131032,151.5329724,"https://www.google.com/maps/search/?api=1&query=8+Peter+Street,+Rutherford,+2320,+Australia"
4414,,2,Doncaster Ave,Dubbo,2830,Dubbo,"2 Doncaster Ave, Dubbo, 2830, Australia",-32.2613752,148.6306521,"https://www.google.com/maps/search/?api=1&query=2+Doncaster+Ave,+Dubbo,+2830,+Australia"
4647,,18,Kitchener Parade,Mayfield,2304,Newcastle,"18 Kitchener Parade, Mayfield, 2304, Australia",-32.8980171,151.7508044,"https://www.google.com/maps/search/?api=1&query=18+Kitchener+Parade,+Mayfield,+2304,+Australia"
4673,,2,Reef Way,Muswellbrook,2333,Muswellbrook,"2 Reef Way, Muswellbrook, 2333, Australia",-32.2755921,150.8768827,"https://www.google.com/maps/search/?api=1&query=2+Reef+Way,+Muswellbrook,+2333,+Australia"
4687,,35,Tobruk Avenue,Muswellbrook,2333,Muswellbrook,"35 Tobruk Avenue, Muswellbrook, 2333, Australia",-32.2760276,150.8784652,"https://www.google.com/maps/search/?api=1&query=35+Tobruk+Avenue,+Muswellbrook,+2333,+Australia"
4693,,77,Tobruk Avenue,Muswellbrook,2333,Muswellbrook,"77 Tobruk Avenue, Muswellbrook, 2333, Australia",-32.2760276,150.8784652,"https://www.google.com/maps/search/?api=1&query=77+Tobruk+Avenue,+Muswellbrook,+2333,+Australia"
4704,,43,Tobruk Avenue,Muswellbrook,2333,Muswellbrook,"43 Tobruk Avenue, Muswellbrook, 2333, Australia",-32.2760276,150.8784652,"https://www.google.com/maps/search/?api=1&query=43+Tobruk+Avenue,+Muswellbrook,+2333,+Australia"
4725,,6,Reef Way,Muswellbrook,2333,Muswellbrook,"6 Reef Way, Muswellbrook, 2333, Australia",-32.2755921,150.8768827,"https://www.google.com/maps/search/?api=1&query=6+Reef+Way,+Muswellbrook,+2333,+Australia"
4738,,5,Clarence Way,Muswellbrook,2333,Muswellbrook,"5 Clarence Way, Muswellbrook, 2333, Australia",-32.2771373,150.8763408,"https://www.google.com/maps/search/?api=1&query=5+Clarence+Way,+Muswellbrook,+2333,+Australia"
4748,,1B,Tarakan Ave,Muswellbrook,2333,Muswellbrook,"1B Tarakan Ave, Muswellbrook, 2333, Australia",-32.2746064,150.8783715,"https://www.google.com/maps/search/?api=1&query=1B+Tarakan+Ave,+Muswellbrook,+2333,+Australia"
4749,,5,Pacific Way,Muswellbrook,2333,Muswellbrook,"5 Pacific Way, Muswellbrook, 2333, Australia",-32.2751526,150.8774141,"https://www.google.com/maps/search/?api=1&query=5+Pacific+Way,+Muswellbrook,+2333,+Australia"
4832,,1,Pacific Way,Muswellbrook,2333,Muswellbrook,"1 Pacific Way, Muswellbrook, 2333, Australia",-32.2751526,150.8774141,"https://www.google.com/maps/search/?api=1&query=1+Pacific+Way,+Muswellbrook,+2333,+Australia"
4833,,4,Pacific Way,Muswellbrook,2333,Muswellbrook,"4 Pacific Way, Muswellbrook, 2333, Australia",-32.2751526,150.8774141,"https://www.google.com/maps/search/?api=1&query=4+Pacific+Way,+Muswellbrook,+2333,+Australia"
4836,,126,Wollombi Road,Muswellbrook,2333,Muswellbrook,"126 Wollombi Road, Muswellbrook, 2333, Australia",-32.2761483,150.8745421,"https://www.google.com/maps/search/?api=1&query=126+Wollombi+Road,+Muswellbrook,+2333,+Australia"
4861,,6,Jersey Place,Muswellbrook,2333,Muswellbrook,"6 Jersey Place, Muswellbrook, 2333, Australia",-32.2765009,150.8810529,"https://www.google.com/maps/search/?api=1&query=6+Jersey+Place,+Muswellbrook,+2333,+Australia"
4895,,118,George Evans,Killarney Vale,2261,Central Coast (NSW),"118 George Evans, Killarney Vale, 2261, Australia",-33.3738975,151.4620824,"https://www.google.com/maps/search/?api=1&query=118+George+Evans,+Killarney+Vale,+2261,+Australia"
4901,,14,Gossimer Close,Killarney Vale,2261,Central Coast (NSW),"14 Gossimer Close, Killarney Vale, 2261, Australia",-33.3688303,151.4569462,"https://www.google.com/maps/search/?api=1&query=14+Gossimer+Close,+Killarney+Vale,+2261,+Australia"
4912,,111,Wollombi Road,Muswellbrook,2333,Muswellbrook,"111 Wollombi Road, Muswellbrook, 2333, Australia",-32.2761483,150.8745421,"https://www.google.com/maps/search/?api=1&query=111+Wollombi+Road,+Muswellbrook,+2333,+Australia"
4917,,8,Jersey Pl,Muswellbrook,2333,Muswellbrook,"8 Jersey Pl, Muswellbrook, 2333, Australia",-32.2765009,150.8810529,"https://www.google.com/maps/search/?api=1&query=8+Jersey+Pl,+Muswellbrook,+2333,+Australia"
4948,,2,Rainbow Close,Killarney Vale,2261,Central Coast (NSW),"2 Rainbow Close, Killarney Vale, 2261, Australia",-33.3703528,151.4581718,"https://www.google.com/maps/search/?api=1&query=2+Rainbow+Close,+Killarney+Vale,+2261,+Australia"
4951,,8,Avery Street,Killarney Vale,2261,Central Coast (NSW),"8 Avery Street, Killarney Vale, 2261, Australia",-33.3689761,151.4577236,"https://www.google.com/maps/search/?api=1&query=8+Avery+Street,+Killarney+Vale,+2261,+Australia"
5048,,29-31,Edwin Street,Dubbo,2830,Dubbo,"29-31 Edwin Street, Dubbo, 2830, Australia",-32.2385429,148.613003,"https://www.google.com/maps/search/?api=1&query=29-31+Edwin+Street,+Dubbo,+2830,+Australia"
5049,,81,George St,East Maitland,2323,Maitland,"81 George St, East Maitland, 2323, Australia",-32.7491636,151.5908866,"https://www.google.com/maps/search/?api=1&query=81+George+St,+East+Maitland,+2323,+Australia"
5094,,11,Coral Street,Muswellbrook,2333,Muswellbrook,"11 Coral Street, Muswellbrook, 2333, Australia",-32.2755921,150.8768827,"https://www.google.com/maps/search/?api=1&query=11+Coral+Street,+Muswellbrook,+2333,+Australia"
5157,,5A,Jonquil Court,Dubbo,2830,Dubbo,"5A Jonquil Court, Dubbo, 2830, Australia",-32.2699785,148.6240917,"https://www.google.com/maps/search/?api=1&query=5A+Jonquil+Court,+Dubbo,+2830,+Australia"
5158,,5B,Jonquil Court,Dubbo,2830,Dubbo,"5B Jonquil Court, Dubbo, 2830, Australia",-32.2699785,148.6240917,"https://www.google.com/maps/search/?api=1&query=5B+Jonquil+Court,+Dubbo,+2830,+Australia"
5693,,6,Nambucca Cres,Blue Haven,2262,Central Coast (NSW),"6 Nambucca Cres, Blue Haven, 2262, Australia",-33.2116158,151.5067783,"https://www.google.com/maps/search/?api=1&query=6+Nambucca+Cres,+Blue+Haven,+2262,+Australia"
5715,,6,Warringhi Street,Raymond Terrace,2324,Port Stephens,"6 Warringhi Street, Raymond Terrace, 2324, Australia",-32.76768305,151.7445037857881,"https://www.google.com/maps/search/?api=1&query=6+Warringhi+Street,+Raymond+Terrace,+2324,+Australia"
5727,,35,Zinfandel Circuit,Cessnock,2325,Cessnock,"35 Zinfandel Circuit, Cessnock, 2325, Australia",-32.8299837,151.3280971,"https://www.google.com/maps/search/?api=1&query=35+Zinfandel+Circuit,+Cessnock,+2325,+Australia"
5746,,10,Banksia Street,Canton Beach,2263,Central Coast (NSW),"10 Banksia Street, Canton Beach, 2263, Australia",-33.2731065,151.5486651,"https://www.google.com/maps/search/?api=1&query=10+Banksia+Street,+Canton+Beach,+2263,+Australia"
5767,,188,Darby Street,Newcastle,2300,Newcastle,"188 Darby Street, Newcastle, 2300, Australia",-32.9389854,151.7647541,"https://www.google.com/maps/search/?api=1&query=188+Darby+Street,+Newcastle,+2300,+Australia"
5772,,1,Boulderwood Place,Dubbo,2830,Dubbo,"1 Boulderwood Place, Dubbo, 2830, Australia",-32.2449284,148.5812838,"https://www.google.com/maps/search/?api=1&query=1+Boulderwood+Place,+Dubbo,+2830,+Australia"
5774,,64,Cambronne Parade,Elermore Vale,2287,Newcastle,"64 Cambronne Parade, Elermore Vale, 2287, Australia",-32.9166624,151.6796681,"https://www.google.com/maps/search/?api=1&query=64+Cambronne+Parade,+Elermore+Vale,+2287,+Australia"
5792,,49,Frederick Street,Merewether,2291,Newcastle,"49 Frederick Street, Merewether, 2291, Australia",-32.9492543,151.75576,"https://www.google.com/maps/search/?api=1&query=49+Frederick+Street,+Merewether,+2291,+Australia"
5798,,18,Woollybutt Way,Muswellbrook,2333,Muswellbrook,"18 Woollybutt Way, Muswellbrook, 2333, Australia",-32.2830222,150.8975104,"https://www.google.com/maps/search/?api=1&query=18+Woollybutt+Way,+Muswellbrook,+2333,+Australia"
5799,,5,Wilga Glen Close,Muswellbrook,2333,Muswellbrook,"5 Wilga Glen Close, Muswellbrook, 2333, Australia",,,"https://www.google.com/maps/search/?api=1&query=5+Wilga+Glen+Close,+Muswellbrook,+2333,+Australia"
5807,7,252,Old Pacific Highway,Swansea,2281,Lake Macquarie,"252 Old Pacific Highway, Swansea, 2281, Australia",-33.1002418,151.6277866,"https://www.google.com/maps/search/?api=1&query=252+Old+Pacific+Highway,+Swansea,+2281,+Australia"
5808,,1,Kembla Close,Toronto,2283,Lake Macquarie,"1 Kembla Close, Toronto, 2283, Australia",-33.0242608,151.6001077,"https://www.google.com/maps/search/?api=1&query=1+Kembla+Close,+Toronto,+2283,+Australia"
5809,,33,Cowper Street,Wallsend,2287,Newcastle,"33 Cowper Street, Wallsend, 2287, Australia",-32.9060338,151.6642789,"https://www.google.com/maps/search/?api=1&query=33+Cowper+Street,+Wallsend,+2287,+Australia"
5811,,17,Kimian Avenue,Waratah,2298,Newcastle,"17 Kimian Avenue, Waratah, 2298, Australia",-32.8977175,151.7090302,"https://www.google.com/maps/search/?api=1&query=17+Kimian+Avenue,+Waratah,+2298,+Australia"
5828,,1C,Quarrybylong Street,Cessnock,2325,Cessnock,"1C Quarrybylong Street, Cessnock, 2325, Australia",-32.8354815,151.3634529,"https://www.google.com/maps/search/?api=1&query=1C+Quarrybylong+Street,+Cessnock,+2325,+Australia"
5830,,12,Menzies Way,Rutherford,2320,Maitland,"12 Menzies Way, Rutherford, 2320, Australia",-32.7083046,151.5395731,"https://www.google.com/maps/search/?api=1&query=12+Menzies+Way,+Rutherford,+2320,+Australia"
5831,,15,Boxer Street,Gillieston Heights,2321,Maitland,"15 Boxer Street, Gillieston Heights, 2321, Australia",-32.7567589,151.53836788785046,"https://www.google.com/maps/search/?api=1&query=15+Boxer+Street,+Gillieston+Heights,+2321,+Australia"
5893,,9,Lachlan Ave,Singleton Heights,2330,Singleton,"9 Lachlan Ave, Singleton Heights, 2330, Australia",-32.5414177,151.1567397,"https://www.google.com/maps/search/?api=1&query=9+Lachlan+Ave,+Singleton+Heights,+2330,+Australia"
5907,,1,St Albans Way,Dubbo,2830,Dubbo,"1 St Albans Way, Dubbo, 2830, Australia",-32.2561845,148.6458172,"https://www.google.com/maps/search/?api=1&query=1+St+Albans+Way,+Dubbo,+2830,+Australia"
5927,,11,Fraser Street,Jesmond,2299,Newcastle,"11 Fraser Street, Jesmond, 2299, Australia",-32.898308,151.6893077,"https://www.google.com/maps/search/?api=1&query=11+Fraser+Street,+Jesmond,+2299,+Australia"
5953,,197,McQueen Street,Aberdeen,2336,Upper Hunter,"197 McQueen Street, Aberdeen, 2336, Australia",,,"https://www.google.com/maps/search/?api=1&query=197+McQueen+Street,+Aberdeen,+2336,+Australia"
6085,,11,Allworth Street,Merewether,2291,Newcastle,"11 Allworth Street, Merewether, 2291, Australia",-32.937879,151.7467146,"https://www.google.com/maps/search/?api=1&query=11+Allworth+Street,+Merewether,+2291,+Australia"
6146,,8,Spence Street,Dubbo,2830,Dubbo,"8 Spence Street, Dubbo, 2830, Australia",-32.2402793,148.5856802,"https://www.google.com/maps/search/?api=1&query=8+Spence+Street,+Dubbo,+2830,+Australia"
6153,,8,Cardiff Arms Avenue,Dubbo,2830,Dubbo,"8 Cardiff Arms Avenue, Dubbo, 2830, Australia",-32.234302,148.642118,"https://www.google.com/maps/search/?api=1&query=8+Cardiff+Arms+Avenue,+Dubbo,+2830,+Australia"
6332,,19,Arthur Summons Street,Dubbo,2830,Dubbo,"19 Arthur Summons Street, Dubbo, 2830, Australia",-32.2369638,148.6422086,"https://www.google.com/maps/search/?api=1&query=19+Arthur+Summons+Street,+Dubbo,+2830,+Australia"
6416,,1,Edward Windeyer Way,Raymond Terrace,2324,Maitland,"1 Edward Windeyer Way, Raymond Terrace, 2324, Australia",-32.7659295,151.7662197,"https://www.google.com/maps/search/?api=1&query=1+Edward+Windeyer+Way,+Raymond+Terrace,+2324,+Australia"
6421,,413,Wheelers Lane,Dubbo,2830,Dubbo,"413 Wheelers Lane, Dubbo, 2830, Australia",-32.254141,148.6296664,"https://www.google.com/maps/search/?api=1&query=413+Wheelers+Lane,+Dubbo,+2830,+Australia"
6538,,44,Jack William Drive,Dubbo,2830,Dubbo,"44 Jack William Drive, Dubbo, 2830, Australia",-32.2360897,148.6468679,"https://www.google.com/maps/search/?api=1&query=44+Jack+William+Drive,+Dubbo,+2830,+Australia"
6632,,23,Timgarlen Drive,Dubbo,2830,Dubbo,"23 Timgarlen Drive, Dubbo, 2830, Australia",,,"https://www.google.com/maps/search/?api=1&query=23+Timgarlen+Drive,+Dubbo,+2830,+Australia"
7918,,7,Margaret Crescent,Dubbo,2830,Dubbo,"7 Margaret Crescent, Dubbo, 2830, Australia",-32.2724652,148.6175069,"https://www.google.com/maps/search/?api=1&query=7+Margaret+Crescent,+Dubbo,+2830,+Australia"
7946,,76,Awabakal Drive,Fletcher,2287,Newcastle,"76 Awabakal Drive, Fletcher, 2287, Australia",-32.8728903,151.6443603,"https://www.google.com/maps/search/?api=1&query=76+Awabakal+Drive,+Fletcher,+2287,+Australia"
7951,,50,Seaside Drive,Fern Bay,2295,Port Stephens,"50 Seaside Drive, Fern Bay, 2295, Australia",,,"https://www.google.com/maps/search/?api=1&query=50+Seaside+Drive,+Fern+Bay,+2295,+Australia"
8071,,22,Transfield Avenue,Edgeworth,2285,Lake Macquarie,"22 Transfield Avenue, Edgeworth, 2285, Australia",-32.9171385,151.6275292,"https://www.google.com/maps/search/?api=1&query=22+Transfield+Avenue,+Edgeworth,+2285,+Australia"
8082,,3,Pring Street,Warners Bay,2282,Lake Macquarie,"3 Pring Street, Warners Bay, 2282, Australia",-32.9721858,151.6511695,"https://www.google.com/maps/search/?api=1&query=3+Pring+Street,+Warners+Bay,+2282,+Australia"
8131,,26,Transfield Avenue,Edgeworth,2285,Lake Macquarie,"26 Transfield Avenue, Edgeworth, 2285, Australia",-32.9171385,151.6275292,"https://www.google.com/maps/search/?api=1&query=26+Transfield+Avenue,+Edgeworth,+2285,+Australia"
8173,,6,Tindale Street,Muswellbrook,2333,Muswellbrook,"6 Tindale Street, Muswellbrook, 2333, Australia",-32.2737441,150.8826497,"https://www.google.com/maps/search/?api=1&query=6+Tindale+Street,+Muswellbrook,+2333,+Australia"
8236,,18,Transfield Avenue,Edgeworth,2285,Lake Macquarie,"18 Transfield Avenue, Edgeworth, 2285, Australia",-32.9171385,151.6275292,"https://www.google.com/maps/search/?api=1&query=18+Transfield+Avenue,+Edgeworth,+2285,+Australia"
8256,,5,Kelman Drive,Cliftleigh,2321,Maitland,"5 Kelman Drive, Cliftleigh, 2321, Australia",-32.7918281,151.5146039,"https://www.google.com/maps/search/?api=1&query=5+Kelman+Drive,+Cliftleigh,+2321,+Australia"
8268,,27,Cooinda Crescent,Dubbo,2830,Dubbo,"27 Cooinda Crescent, Dubbo, 2830, Australia",-32.2404843,148.590252,"https://www.google.com/maps/search/?api=1&query=27+Cooinda+Crescent,+Dubbo,+2830,+Australia"
8270,,20,Cobbity Avenue,Dubbo,2830,Dubbo,"20 Cobbity Avenue, Dubbo, 2830, Australia",-32.2636576,148.628126,"https://www.google.com/maps/search/?api=1&query=20+Cobbity+Avenue,+Dubbo,+2830,+Australia"
8271,,6,Bellbird Way,Dubbo,2830,Dubbo,"6 Bellbird Way, Dubbo, 2830, Australia",-32.2504236,148.5789311,"https://www.google.com/maps/search/?api=1&query=6+Bellbird+Way,+Dubbo,+2830,+Australia"
8308,,391,Freemans Drive,Cooranbong,2265,Lake Macquarie,"391 Freemans Drive, Cooranbong, 2265, Australia",-33.0510324,151.4707118,"https://www.google.com/maps/search/?api=1&query=391+Freemans+Drive,+Cooranbong,+2265,+Australia"
8430,,49,Anzac Pd,Muswellbrook,2333,Muswellbrook,"49 Anzac Pd, Muswellbrook, 2333, Australia",,,"https://www.google.com/maps/search/?api=1&query=49+Anzac+Pd,+Muswellbrook,+2333,+Australia"
8431,,11,Anzac Pd,Muswellbrook,2333,Muswellbrook,"11 Anzac Pd, Muswellbrook, 2333, Australia",,,"https://www.google.com/maps/search/?api=1&query=11+Anzac+Pd,+Muswellbrook,+2333,+Australia"
8439,,1,Tamar Way,Muswellbrook,2333,Muswellbrook,"1 Tamar Way, Muswellbrook, 2333, Australia",-32.2775949,150.8774008,"https://www.google.com/maps/search/?api=1&query=1+Tamar+Way,+Muswellbrook,+2333,+Australia"
8460,,8,Gossimer Cl,Killarney Vale,2261,Central Coast (NSW),"8 Gossimer Cl, Killarney Vale, 2261, Australia",-33.3688303,151.4569462,"https://www.google.com/maps/search/?api=1&query=8+Gossimer+Cl,+Killarney+Vale,+2261,+Australia"
8464,,12,Hamilton St,Tumbi Umbi,2261,Central Coast (NSW),"12 Hamilton St, Tumbi Umbi, 2261, Australia",-33.3732535,151.4542123,"https://www.google.com/maps/search/?api=1&query=12+Hamilton+St,+Tumbi+Umbi,+2261,+Australia"
8469,,6,Pendant Pde,Killarney Vale,2261,Central Coast (NSW),"6 Pendant Pde, Killarney Vale, 2261, Australia",-33.3679891,151.4563122,"https://www.google.com/maps/search/?api=1&query=6+Pendant+Pde,+Killarney+Vale,+2261,+Australia"
8476,,3,Chapel Crescent,Tumbi Umbi,2261,Central Coast (NSW),"3 Chapel Crescent, Tumbi Umbi, 2261, Australia",,,"https://www.google.com/maps/search/?api=1&query=3+Chapel+Crescent,+Tumbi+Umbi,+2261,+Australia"
8495,,23,Main St,Killarney Vale,2261,Central Coast (NSW),"23 Main St, Killarney Vale, 2261, Australia",-33.3657262,151.4595187,"https://www.google.com/maps/search/?api=1&query=23+Main+St,+Killarney+Vale,+2261,+Australia"
8502,,61,Websdale Drive,Dubbo,2830,Dubbo,"61 Websdale Drive, Dubbo, 2830, Australia",-32.2399183,148.6427173,"https://www.google.com/maps/search/?api=1&query=61+Websdale+Drive,+Dubbo,+2830,+Australia"
8540,,101,Howick Street,Bathurst,2795,Bathurst,"101 Howick Street, Bathurst, 2795, Australia",-33.4174913,149.5816947,"https://www.google.com/maps/search/?api=1&query=101+Howick+Street,+Bathurst,+2795,+Australia"
8553,,305,Darling Street,Dubbo,2830,Dubbo,"305 Darling Street, Dubbo, 2830, Australia",-32.2533309,148.6055569,"https://www.google.com/maps/search/?api=1&query=305+Darling+Street,+Dubbo,+2830,+Australia"
8559,,13,Thomas Smith Place,Dubbo,2830,Dubbo,"13 Thomas Smith Place, Dubbo, 2830, Australia",-32.2370076,148.6568848,"https://www.google.com/maps/search/?api=1&query=13+Thomas+Smith+Place,+Dubbo,+2830,+Australia"
